ip.src,ip.dst,eth.addr,eth.dst,frame.time_relative,frame.time_delta,label
3232235778,3232235777,219906802581504,219906802581504,129.093106,0.23128,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,129.10479,0.011684,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,129.106176,0.001386,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,129.110264,0.004088,Normal_Traffic
0,0,1652522221568,1652522221568,130.943698,1.833434,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,131.110283,0.166585,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,131.117193,0.00691,Normal_Traffic
0,0,1652522221568,1652522221568,133.025113,1.90792,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,133.120384,0.095271,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,133.125975,0.005591,Normal_Traffic
0,0,1099726376140,1099726376140,134.726818,1.600843,Normal_Traffic
0,0,1652522221568,1652522221568,135.087101,0.360283,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,135.12199,0.034889,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,135.126034,0.004044,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,135.127284,0.00125,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,135.134365,0.007081,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,137.131039,1.996674,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,137.141494,0.010455,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,137.142924,0.00143,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,137.163569,0.020645,Normal_Traffic
0,0,1652522221568,1652522221568,137.246524,0.082955,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,139.143445,1.896921,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,139.161904,0.018459,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,139.171682,0.009778,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,139.178042,0.00636,Normal_Traffic
0,0,1652522221568,1652522221568,139.328953,0.150911,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,141.174256,1.845303,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,141.178514,0.004258,Normal_Traffic
0,0,1652522221568,1652522221568,141.386902,0.208388,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,143.180452,1.79355,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,143.186655,0.006203,Normal_Traffic
0,0,1652522221568,1652522221568,143.483109,0.296454,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,145.182956,1.699847,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,145.188283,0.005327,Normal_Traffic
0,0,1652522221568,1652522221568,145.559968,0.371685,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,147.193878,1.63391,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,147.198223,0.004345,Normal_Traffic
0,0,1652522221568,1652522221568,147.645297,0.447074,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,149.196502,1.551205,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,149.198961,0.002459,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,149.200477,0.001516,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,149.20641,0.005933,Normal_Traffic
0,0,1652522221568,1652522221568,149.712784,0.506374,Normal_Traffic
0,0,13259053006848,13259053006848,150.199496,0.486712,Normal_Traffic
0,0,13233333338112,13233333338112,150.199845,0.000349,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,151.202715,1.00287,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,151.208904,0.006189,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,151.210253,0.001349,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,151.213592,0.003339,Normal_Traffic
0,0,1652522221568,1652522221568,151.770348,0.556756,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,153.213653,1.443305,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,153.217368,0.003715,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,153.218546,0.001178,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,153.223418,0.004872,Normal_Traffic
0,0,1652522221568,1652522221568,153.871939,0.648521,Normal_Traffic
