ip.src,ip.dst,ip.len,ip.flags.df,ip.ttl,ip.proto,frame.time_relative,frame.time_delta,label
3232235777,3232235778,56.0,0.0,255.0,1.0,58.149517,0.012886,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,58.191609,0.042092,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,58.207309,0.0157,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,58.207612,0.000303,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,58.23137,0.023758,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,58.231864,0.000494,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,58.245901,0.014037,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,58.448378,0.202477,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,59.187788,0.73941,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,59.248239,0.060451,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,59.263139,0.0149,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,59.263691,0.000552,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,59.276631,0.01294,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,59.277676,0.001045,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,59.301154,0.023478,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,59.30181,0.000656,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,59.315183,0.013373,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,59.31565,0.000467,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,59.339248,0.023598,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,60.344201,1.004953,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,60.357987,0.013786,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,60.35869,0.000703,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,60.374296,0.015606,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,60.374721,0.000425,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,60.394614,0.019893,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,60.395143,0.000529,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,60.411517,0.016374,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,60.411978,0.000461,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,60.435758,0.02378,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,61.313435,0.877677,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,61.448944,0.135509,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,61.464701,0.015757,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,61.465084,0.000383,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,61.479747,0.014663,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,61.480147,0.0004,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,61.497415,0.017268,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,61.497843,0.000428,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,61.510529,0.012686,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,61.511286,0.000757,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,61.532617,0.021331,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,61.560459,0.027842,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,62.543151,0.982692,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,62.553914,0.010763,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,62.554444,0.00053,DHCP_Spoofing
